vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,rate_code,store_and_fwd_flag,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,total_amount,pickup_location_id,dropoff_location_id
1,2018-08-15T22:43:07,2018-08-15T22:48:03,1,1.2,1,N,1,6,0.5,0.5,1.45,0,0.3,8.75,264,264
1,2018-07-17T22:09:32,2018-07-17T22:14:55,1,1,1,N,1,6,0.5,0.5,1.45,0,0.3,8.75,231,261
1,2018-11-19T05:53:23,2018-11-19T05:59:49,1,1,1,N,1,6,0.5,0.5,1.45,0,0.3,8.75,68,162
1,2018-08-31T06:53:05,2018-08-31T06:59:23,1,0.8,1,N,1,6,0,0.5,1.35,0,0.3,8.15,224,234
1,2018-04-08T10:45:46,2018-04-08T10:50:49,1,1.1,1,N,1,6,0,0.5,1.35,0,0.3,8.15,246,234
1,2018-02-11T12:32:38,2018-02-11T12:34:13,1,0.4,1,N,1,3.5,0,0.5,0.85,0,0.3,5.15,68,68
2,2018-04-08T13:12:28,2018-04-08T13:14:18,1,0.41,1,N,1,3.5,0,0.5,0.86,0,0.3,5.16,143,239
2,2018-04-07T11:07:03,2018-04-07T11:09:11,1,0.33,1,N,1,3.5,0,0.5,1.08,0,0.3,5.38,161,100
2,2018-03-09T20:08:52,2018-03-09T20:11:14,1,0.36,1,N,1,3.5,0.5,0.5,0.72,0,0.3,5.52,239,239
2,2018-02-13T14:56:46,2018-02-13T14:58:29,1,0.33,1,N,1,3.5,0,0.5,0.86,0,0.3,5.16,236,75
2,2018-01-06T15:24:10,2018-01-06T15:26:13,1,0.48,1,N,1,3.5,0,0.5,1.29,0,0.3,5.59,249,90
1,2018-10-16T17:16:08,2018-10-16T17:18:11,4,0.2,1,N,1,3.5,1,0.5,1.05,0,0.3,6.35,43,239
2,2018-08-30T11:53:16,2018-08-30T11:55:11,1,0.27,1,N,2,3.5,0,0.5,0,0,0.3,4.3,237,237
2,2018-04-11T15:44:27,2018-04-11T15:46:09,1,0.24,1,N,2,3.5,0,0.5,0,0,0.3,4.3,68,68
2,2018-09-10T16:33:46,2018-09-10T17:03:39,1,3.84,1,N,1,20,1,0.5,5.45,0,0.3,27.25,231,163
1,2018-06-27T17:02:16,2018-06-27T17:36:07,1,2.2,1,N,2,20,1,0.5,0,0,0.3,21.8,68,163
1,2018-08-24T16:05:08,2018-08-24T16:36:47,5,3.1,1,N,2,20,1,0.5,0,0,0.3,21.8,246,142
1,2018-05-29T11:40:38,2018-05-29T12:10:38,1,0.9,1,N,1,17.5,0,0.5,4,0,0.3,22.3,264,231
1,2018-03-30T00:24:39,2018-03-30T00:42:43,1,5.4,1,N,1,17.5,0.5,0.5,3.75,0,0.3,22.55,144,263
1,2018-07-15T10:59:19,2018-07-15T11:25:43,2,3.4,1,N,2,17.5,0,0.5,0,0,0.3,18.3,158,148
2,2018-06-20T19:17:25,2018-06-20T19:36:58,1,3.75,1,N,1,15,1,0.5,3.36,0,0.3,20.16,263,79
1,2018-04-29T21:49:01,2018-04-29T22:08:06,1,3.7,1,N,1,15,0.5,0.5,3.25,0,0.3,19.55,68,237
1,2018-04-22T13:56:03,2018-04-22T14:18:29,1,2.3,1,N,1,15,0,0.5,3.16,0,0.3,18.96,236,151
2,2018-06-13T22:07:35,2018-06-13T22:24:46,3,3.57,1,N,1,15,0.5,0.5,3.26,0,0.3,19.56,41,239
1,2018-05-02T22:10:08,2018-05-02T22:26:59,1,3.7,1,N,1,15,0.5,0.5,3.25,0,0.3,19.55,231,49
1,2018-02-14T23:02:00,2018-02-14T23:21:02,1,3.5,1,N,2,15,0.5,0.5,0,0,0.3,16.3,107,143
2,2018-04-04T17:56:24,2018-04-04T18:19:31,1,2.09,1,N,2,15,1,0.5,0,0,0.3,16.8,264,264
1,2018-08-23T20:04:24,2018-08-23T20:25:43,4,3.1,1,N,1,15,0.5,0.5,1,0,0.3,17.3,113,141
1,2018-09-09T21:33:43,2018-09-09T21:51:45,1,4.1,1,N,1,15,0.5,0.5,2.45,0,0.3,18.75,237,125
1,2018-12-07T19:46:09,2018-12-07T20:00:09,1,3.4,1,N,1,12.5,1,0.5,2.85,0,0.3,17.15,231,40
1,2018-01-22T20:24:08,2018-01-22T20:37:37,1,3.2,1,N,1,12.5,0.5,0.5,3.45,0,0.3,17.25,229,238
2,2018-05-17T19:01:41,2018-05-17T19:21:08,1,1.7,1,N,1,12.5,1,0.5,2.86,0,0.3,17.16,161,186
2,2018-02-23T21:36:54,2018-02-23T21:54:45,1,2.15,1,N,1,12.5,0.5,0.5,2.76,0,0.3,16.56,114,137
2,2018-11-10T14:15:32,2018-11-10T14:35:33,1,1.15,1,N,1,12.5,0,0.5,0,0,0.3,13.3,142,163
1,2018-07-11T17:05:47,2018-07-11T17:25:55,1,1,1,N,2,12.5,1,0.5,0,0,0.3,14.3,233,161
1,2018-12-22T06:40:01,2018-12-22T06:50:35,1,3.5,1,N,2,12.5,0,0.5,0,0,0.3,13.3,186,13
1,2018-06-11T13:47:23,2018-06-11T14:03:45,1,2.4,1,N,2,12.5,0,0.5,0,0,0.3,13.3,186,264
1,2018-09-12T20:19:12,2018-09-12T20:36:05,1,2.3,1,N,2,12.5,0.5,0.5,0,0,0.3,13.8,162,113
1,2018-04-28T16:57:55,2018-04-28T17:14:47,3,2.2,1,N,1,12.5,0,0.5,2,0,0.3,15.3,161,79
1,2018-11-30T14:57:49,2018-11-30T15:17:27,1,1,1,N,1,12.5,0,0.5,2,0,0.3,15.3,107,162
1,2018-07-05T13:00:08,2018-07-05T13:13:43,0,3,1,N,1,12.5,0,0.5,2,0,0.3,15.3,48,75
1,2018-11-13T20:12:58,2018-11-13T20:28:34,1,2.9,1,N,1,12.5,0.5,0.5,1,0,0.3,14.8,234,261
2,2018-06-26T14:15:13,2018-06-26T14:33:37,1,2,1,N,1,12.5,0,0.5,3,0,0.3,16.3,107,230
2,2018-06-19T13:29:37,2018-06-19T13:43:41,1,1.35,1,N,1,10,0,0.5,1.62,0,0.3,12.42,143,48
2,2018-09-20T21:26:21,2018-09-20T21:38:28,1,1.72,1,N,1,10,0.5,0.5,3.39,0,0.3,14.69,231,79
1,2018-12-10T17:35:38,2018-12-10T17:48:42,1,1.6,1,N,1,10,1,0.5,2.35,0,0.3,14.15,48,90
1,2018-02-22T22:22:24,2018-02-22T22:34:43,1,2,1,N,1,10,0.5,0.5,3.35,0,0.3,14.65,100,143
2,2018-10-26T07:47:18,2018-10-26T07:58:01,2,2.5,1,N,1,10,0,0.5,1.62,0,0.3,14.37,166,143
2,2018-07-10T14:30:39,2018-07-10T14:42:54,1,1.69,1,N,1,10,0,0.5,3.24,0,0.3,14.04,236,43
2,2018-09-29T15:41:58,2018-09-29T15:58:53,4,1.06,1,N,2,10,0,0.5,0,0,0.3,10.8,170,186
2,2018-09-05T16:22:40,2018-09-05T16:36:33,1,1.01,1,N,2,10,1,0.5,0,0,0.3,11.8,170,137
2,2018-11-29T17:30:07,2018-11-29T17:43:55,1,1.33,1,N,2,10,1,0.5,0,0,0.3,11.8,230,186
2,2018-03-09T08:38:56,2018-03-09T08:51:38,1,1.66,1,N,2,10,0,0.5,0,0,0.3,10.8,239,237
1,2018-03-13T23:17:51,2018-03-13T23:30:19,2,2.3,1,N,2,10,0.5,0.5,0,0,0.3,11.3,230,107
2,2018-09-27T08:04:47,2018-09-27T08:15:38,1,2.03,1,N,1,10,0,0.5,1.5,0,0.3,12.3,238,163
1,2018-02-06T17:52:15,2018-02-06T18:05:17,1,1.5,1,N,1,10,1,0.5,1,0,0.3,12.8,113,170
2,2018-05-02T18:06:36,2018-05-02T18:19:41,1,1.64,1,N,1,10,1,0.5,2.36,0,0.3,14.16,229,237
2,2018-10-21T14:24:21,2018-10-21T14:37:31,1,1.64,1,N,1,10,0,0.5,2.16,0,0.3,12.96,113,246
2,2018-12-02T17:45:18,2018-12-02T17:58:15,2,1.6,1,N,1,10,0,0.5,2.16,0,0.3,12.96,238,236
2,2018-09-03T17:20:16,2018-09-03T17:31:33,1,2.16,1,N,1,10,0,0.5,2.16,0,0.3,12.96,43,262
1,2018-01-31T14:01:38,2018-01-31T14:16:41,2,0.7,1,N,1,10,0,0.5,2.15,0,0.3,12.95,229,161
1,2018-04-24T06:08:34,2018-04-24T06:20:34,1,1.8,1,N,1,10,0,0.5,2.15,0,0.3,12.95,229,142
1,2018-02-21T19:50:54,2018-02-21T19:58:19,1,1.5,1,N,1,7.5,1,0.5,0.7,0,0.3,10,249,13
1,2018-04-11T17:51:35,2018-04-11T17:59:24,1,1.1,1,N,1,7.5,1,0.5,2.3,0,0.3,11.6,162,236
1,2018-06-13T21:05:27,2018-06-13T21:14:22,1,1.3,1,N,1,7.5,0.5,0.5,4,0,0.3,12.8,164,162
1,2018-03-07T10:50:16,2018-03-07T10:58:01,1,1.5,1,N,2,7.5,0,0.5,0,0,0.3,8.3,230,234
2,2018-03-20T19:38:07,2018-03-20T19:46:36,1,1.21,1,N,2,7.5,1,0.5,0,0,0.3,9.3,79,211
1,2018-12-06T21:53:08,2018-12-06T22:02:28,1,1.2,1,N,2,7.5,0.5,0.5,0,0,0.3,8.8,113,234
1,2018-08-15T23:48:42,2018-08-15T23:54:46,1,1.9,1,N,2,7.5,0.5,0.5,0,0,0.3,8.8,237,262
1,2018-02-09T16:15:58,2018-02-09T16:23:55,1,1.6,1,N,2,7.5,1,0.5,0,0,0.3,9.3,125,186
1,2018-01-26T17:46:02,2018-01-26T17:55:09,1,1.2,1,N,2,7.5,1,0.5,0,0,0.3,9.3,237,170
2,2018-07-19T21:54:06,2018-07-19T22:02:47,2,1.17,1,N,2,7.5,0.5,0.5,0,0,0.3,8.8,113,249
2,2018-12-19T20:15:27,2018-12-19T20:24:44,1,0.94,1,N,2,7.5,0.5,0.5,0,0,0.3,8.8,234,186
1,2018-11-06T20:29:49,2018-11-06T20:37:52,1,1.1,1,N,2,7.5,0.5,0.5,0,0,0.3,8.8,263,140
1,2018-09-15T16:06:46,2018-09-15T16:06:46,1,0,1,Y,2,7.5,0,0.5,0,0,0.3,8.3,161,264
1,2018-08-19T14:09:55,2018-08-19T14:18:26,4,1.2,1,N,1,7.5,0,0.5,0,0,0.3,8.3,186,50
2,2018-04-19T22:53:50,2018-04-19T23:01:13,1,1.6,1,N,1,7.5,0.5,0.5,1.76,0,0.3,10.56,79,137
2,2018-01-07T22:25:09,2018-01-07T22:31:49,1,1.58,1,N,1,7.5,0.5,0.5,1.76,0,0.3,10.56,161,137
2,2018-02-09T09:35:03,2018-02-09T09:44:04,5,0.95,1,N,1,7.5,0,0.5,1.66,0,0.3,9.96,186,230
1,2018-09-05T10:17:14,2018-09-05T10:26:17,1,0.8,1,N,1,7.5,0,0.5,1.66,0,0.3,9.96,237,163
1,2018-07-14T13:34:26,2018-07-14T13:43:06,1,1,1,N,1,7.5,0,0.5,1.65,0,0.3,9.95,264,264
1,2018-08-28T07:34:42,2018-08-28T07:44:00,1,1.1,1,N,1,7.5,0,0.5,1.65,0,0.3,9.95,233,137
1,2018-03-23T07:58:20,2018-03-23T08:05:24,1,1.4,1,N,1,7.5,0,0.5,1.65,0,0.3,9.95,141,161
1,2018-05-31T05:45:11,2018-05-31T05:53:27,1,1.3,1,N,1,7.5,0.5,0.5,1.75,0,0.3,10.55,230,48
2,2018-03-09T20:45:21,2018-03-09T20:54:40,1,0.89,1,N,1,7.5,0.5,0.5,2.2,0,0.3,11,163,229
1,2018-11-26T13:55:02,2018-11-26T14:00:04,1,0.4,1,N,1,5,0,0.5,0.87,0,0.3,6.67,263,236
1,2018-11-26T13:33:32,2018-11-26T13:38:08,2,0.6,1,N,1,5,0,0.5,1.4,0,0.3,7.2,263,236
1,2018-10-20T19:27:24,2018-10-20T19:32:52,1,0.4,1,N,1,5,0,0.5,1.15,0,0.3,6.95,230,100
1,2018-03-16T10:31:45,2018-03-16T10:36:22,2,0.8,1,N,1,5,0,0.5,1.15,0,0.3,6.95,239,142
2,2018-11-09T23:39:09,2018-11-09T23:44:27,1,0.73,1,N,1,5,0.5,0.5,1.89,0,0.3,8.19,48,100
1,2018-09-03T17:40:14,2018-09-03T17:44:30,1,0.8,1,N,1,5,0,0.5,1.15,0,0.3,6.95,90,107
2,2018-03-25T02:04:40,2018-03-25T02:09:49,2,0.49,1,N,1,5,0.5,0.5,1.89,0,0.3,8.19,144,148
1,2018-11-18T19:09:30,2018-11-18T19:14:04,1,0.5,1,N,1,5,0,0.5,1.15,0,0.3,6.95,107,79
1,2018-07-14T20:15:57,2018-07-14T20:19:38,3,0.9,1,N,2,5,0.5,0.5,0,0,0.3,6.3,236,263
1,2018-01-30T11:45:10,2018-01-30T11:49:24,1,0.7,1,N,2,5,0,0.5,0,0,0.3,5.8,79,224
1,2018-03-20T17:16:43,2018-03-20T17:20:56,1,0.9,1,N,2,5,1,0.5,0,0,0.3,6.8,237,263
2,2018-01-20T09:42:29,2018-01-20T09:46:26,1,0.99,1,N,2,5,0,0.5,0,0,0.3,5.8,49,25
2,2018-04-19T01:08:11,2018-04-19T01:11:52,2,0.77,1,N,1,5,0.5,0.5,0,0,0.3,6.3,90,186
2,2018-04-15T13:20:07,2018-04-15T13:24:24,1,0.62,1,N,1,5,0,0.5,0,0,0.3,5.8,24,166
1,2018-03-14T14:09:02,2018-03-14T14:12:37,3,0.9,1,N,2,5,0.5,0.5,0,0,0.3,6.3,163,164
1,2018-07-09T22:59:49,2018-07-09T23:04:49,1,0.7,1,N,2,5,0.5,0.5,0,0,0.3,6.3,234,113
1,2018-04-03T15:01:07,2018-04-03T15:06:42,1,0.5,1,N,2,5,0,0.5,0,0,0.3,5.8,113,79
1,2018-03-09T06:52:28,2018-03-09T06:55:57,1,0.8,1,N,2,5,0,0.5,0,0,0.3,5.8,236,75
2,2018-03-04T21:17:37,2018-03-04T21:22:48,2,0.63,1,N,1,5,0.5,0.5,0,0,0.3,6.3,264,264
2,2018-06-24T10:25:25,2018-06-24T10:27:41,3,1,1,N,2,5,0,0.5,0,0,0.3,5.8,237,236
2,2018-12-10T12:42:57,2018-12-10T12:47:32,1,0.53,1,N,2,5,0,0.5,0,0,0.3,5.8,237,141
2,2018-06-17T20:58:25,2018-06-17T21:03:16,2,0.73,1,N,1,5,0.5,0.5,1.26,0,0.3,7.56,234,68
2,2018-06-08T00:48:38,2018-06-08T00:52:38,1,0.77,1,N,1,5,0.5,0.5,1.26,0,0.3,7.56,158,68
2,2018-04-26T22:27:12,2018-04-26T22:32:30,1,0.84,1,N,1,5,0.5,0.5,1.26,0,0.3,7.56,161,48
2,2018-02-10T15:31:32,2018-02-10T15:36:01,2,0.78,1,N,1,5,0,0.5,1.16,0,0.3,6.96,48,50
2,2018-09-09T11:45:03,2018-09-09T11:48:53,2,0.83,1,N,1,5,0,0.5,1.16,0,0.3,6.96,68,90
1,2018-11-16T10:03:56,2018-11-16T10:08:39,1,0.5,1,N,1,5,0,0.5,1,0,0.3,6.8,237,141
1,2018-11-22T16:55:55,2018-11-22T17:00:04,2,0.6,1,N,1,5,0,0.5,1.7,0,0.3,7.5,141,237
1,2018-01-04T15:53:58,2018-01-04T15:57:39,1,0.8,1,N,1,5,0,0.5,1.7,0,0.3,7.5,170,137
2,2018-02-14T21:38:30,2018-02-14T21:42:02,2,0.94,1,N,1,5,0.5,0.5,1.7,0,0.3,8,68,90
2,2018-11-18T13:28:35,2018-11-18T13:54:04,1,4.86,1,N,1,19,0,0.5,3.96,0,0.3,23.76,234,75
2,2018-11-10T23:06:58,2018-11-10T23:33:16,2,4.07,1,N,2,19,0.5,0.5,0,0,0.3,20.3,230,262
1,2018-04-24T11:44:48,2018-04-24T12:14:46,2,3.4,1,N,1,19,0,0.5,5,0,0.3,24.8,158,237
1,2018-10-24T17:58:10,2018-10-24T18:23:42,1,6.3,1,N,1,23.5,1,0.5,6.3,0,0.3,31.6,48,87
1,2018-03-02T11:06:12,2018-03-02T11:41:18,1,10.1,1,N,1,33.5,0,0.5,8,5.76,0.3,48.06,138,161
1,2018-05-19T11:44:52,2018-05-19T13:03:59,1,21.1,1,N,1,69.5,0,0.5,15.2,5.76,0.3,91.26,50,265
2,2018-05-29T10:54:54,2018-05-29T11:12:50,1,7.31,1,N,1,22,0,0.5,4.56,0,0.3,27.36,132,135
1,2018-05-08T16:14:23,2018-05-08T16:44:07,1,7.6,1,N,1,26,1,0.5,5.55,0,0.3,33.35,13,237
1,2018-09-10T05:12:27,2018-09-10T05:34:16,1,11.2,1,N,1,32,0.5,0.5,7.8,5.76,0.3,46.86,230,138
2,2018-08-29T10:07:20,2018-08-30T09:45:01,1,13.36,1,N,1,40,1,0.5,9.51,5.76,0.3,57.07,138,261
2,2018-04-11T16:34:41,2018-04-11T17:17:12,6,9.28,1,N,1,34,1,0.5,10.39,5.76,0.3,51.95,138,79
2,2018-04-10T04:29:49,2018-04-10T04:47:55,1,10.57,1,N,1,30,0.5,0.5,4.5,5.76,0.3,41.56,162,138
2,2018-03-26T07:06:24,2018-03-26T07:36:57,2,8.21,1,N,1,29.5,0,0.5,7.21,5.76,0.3,43.27,262,138
2,2018-03-11T00:43:10,2018-03-11T01:17:29,3,6.68,1,N,1,26,0.5,0.5,5.46,0,0.3,32.76,249,188
2,2018-03-25T20:51:20,2018-03-25T21:31:20,1,16.45,1,N,1,46,0.5,0.5,9.46,0,0.3,56.76,132,255
2,2018-10-21T13:40:08,2018-10-21T14:22:27,1,7.28,1,N,1,31,0,0.5,4.75,0,0.3,36.55,107,188
1,2018-05-18T15:52:05,2018-05-18T17:10:46,1,11,1,N,1,47.5,0,0.5,10.8,5.76,0.3,64.86,138,100
2,2018-08-02T18:42:59,2018-08-02T19:10:26,1,11.91,1,N,1,33,1,0.5,6.96,0,0.3,41.76,132,138
2,2018-12-26T18:54:32,2018-12-26T19:16:35,1,8.44,1,N,1,26.5,1,0.5,6.81,5.76,0.3,40.87,138,116
1,2018-04-17T23:06:14,2018-04-17T23:32:18,1,7.1,1,N,1,23.5,0.5,0.5,4.96,0,0.3,29.76,88,239
2,2018-02-08T09:55:54,2018-02-08T10:28:33,2,13.49,1,N,1,41.5,0,0.5,6,5.76,0.3,54.06,138,174
1,2018-03-15T14:50:26,2018-03-15T15:32:35,0,1.6,1,N,1,23.5,0,0.5,4.85,0,0.3,29.15,137,68
2,2018-07-11T14:54:58,2018-07-11T15:22:15,6,6.11,1,N,1,24,0,0.5,4.96,0,0.3,29.76,140,261
2,2018-02-24T23:58:26,2018-02-25T00:15:50,5,8.55,1,N,1,24.5,0.5,0.5,6.31,5.76,0.3,37.87,138,107
2,2018-12-15T14:02:48,2018-12-15T14:30:24,1,6.87,1,N,1,24.5,0,0.5,5.06,0,0.3,30.36,236,231
1,2018-05-06T01:04:27,2018-05-06T01:23:01,2,9.2,1,N,1,27.5,0.5,0.5,5.75,0,0.3,34.55,264,95
1,2018-03-18T09:54:37,2018-03-18T10:30:34,1,10.8,1,N,1,39,0,0.5,9.1,5.76,0.3,54.66,138,233
2,2018-11-17T13:12:40,2018-11-17T13:44:52,5,10.46,1,N,1,33.5,0,0.5,8.01,5.76,0.3,48.07,138,107
1,2018-10-17T20:27:48,2018-10-17T21:00:49,1,11.9,1,N,1,37,0.5,0.5,7.65,0,0.3,45.95,138,181
2,2018-08-24T16:32:55,2018-08-24T17:05:30,1,6.34,1,N,1,25,1,0.5,5.36,0,0.3,32.16,226,113
1,2018-03-09T23:12:22,2018-03-09T23:41:42,1,11.3,1,N,1,34.5,0.5,0.5,7.15,0,0.3,42.95,189,141
1,2018-05-21T09:54:36,2018-05-21T10:43:26,1,10.8,1,N,1,39,0,0.5,7.95,0,0.3,47.75,138,164
1,2018-09-23T21:29:24,2018-09-23T21:58:03,1,10.7,1,N,1,33.5,0.5,0.5,8.1,5.76,0.3,48.66,138,161
1,2018-04-26T22:31:50,2018-04-26T23:00:10,1,6.2,1,N,1,23,0.5,0.5,4.85,0,0.3,29.15,107,41
2,2018-03-29T16:56:29,2018-03-29T17:51:29,2,11.23,1,N,1,40.5,1,0.5,8.46,0,0.3,50.76,132,138
1,2018-11-15T23:03:52,2018-11-15T23:31:16,1,6,1,N,1,22,0.5,0.5,4.65,0,0.3,27.95,170,189
1,2018-03-28T20:46:46,2018-03-28T21:18:46,1,10.3,1,N,1,32.5,0.5,0.5,6.75,0,0.3,40.55,170,257
2,2018-02-22T12:37:52,2018-02-22T13:22:55,1,10.11,1,N,1,37,0,0.5,9.08,5.76,0.3,52.64,138,141
2,2018-10-16T19:11:28,2018-10-16T19:48:15,3,14.31,1,N,1,41,1,0.5,10.7,0,0.3,53.5,132,7
2,2018-02-13T11:02:40,2018-02-13T11:02:41,1,0,5,N,1,145,0,0.5,29.16,0,0.3,174.96,264,265
2,2018-06-10T12:05:07,2018-06-10T12:57:15,1,5.26,1,N,2,32,0,0.5,0,0,0.3,32.8,163,237
2,2018-04-19T08:26:27,2018-04-19T08:50:21,5,6.04,1,N,2,22,0,0.5,0,0,0.3,22.8,263,244
1,2018-02-10T18:21:00,2018-02-10T18:59:41,2,15.1,1,N,2,42.5,0,0.5,0,0,0.3,43.3,132,80
1,2018-05-19T05:53:14,2018-05-19T06:08:23,1,8,1,N,2,23.5,0.5,0.5,0,0,0.3,24.8,244,137
1,2018-07-13T14:40:01,2018-07-13T15:14:19,3,6.5,1,N,2,24,0,0.5,0,0,0.3,24.8,226,97
2,2018-09-22T08:09:47,2018-09-22T08:42:08,1,11.07,1,N,2,35.5,0,0.5,0,0,0.3,36.3,132,61
2,2018-12-17T22:13:04,2018-12-17T22:34:46,1,13.52,5,N,1,36.64,0,0,0,0,0.3,36.94,65,134
1,2018-08-29T12:42:44,2018-08-29T13:11:23,1,5.5,1,N,1,23.5,0,0.5,0,0,0.3,24.3,164,255
1,2018-10-22T03:01:51,2018-10-22T03:21:20,1,6.3,1,N,2,21.5,0.5,0.5,0,0,0.3,22.8,164,189
2,2018-06-05T21:14:41,2018-06-05T21:49:02,1,3.93,1,N,2,23.5,0.5,0.5,0,0,0.3,24.8,75,193
2,2018-06-14T10:14:16,2018-06-14T10:44:23,1,5.83,1,N,1,23,0,0.5,0,0,0.3,23.8,238,158
1,2018-08-02T18:49:24,2018-08-02T18:49:24,2,0,5,N,2,0,0,0,0,0,0.3,0.3,148,264
2,2018-11-19T15:07:09,2018-11-19T15:59:46,1,9.9,1,N,2,36.5,0,0.5,0,0,0.3,37.3,138,25
2,2018-12-03T11:52:53,2018-12-03T12:48:08,1,15.62,5,N,1,45.03,0,0.5,0,5.76,0.3,51.59,100,155
2,2018-03-03T12:54:53,2018-03-03T12:55:53,1,0.34,1,N,2,3,0,0.5,0,0,0.3,3.8,236,236
1,2018-11-19T15:28:41,2018-11-19T16:08:28,1,3.9,1,N,2,25,0,0.5,0,0,0.3,25.8,246,140
2,2018-03-02T15:57:03,2018-03-02T16:44:15,2,14.18,3,N,2,63,1,0,0,12.5,0.3,76.8,186,1
1,2018-09-25T19:13:45,2018-09-25T19:55:13,1,9.8,1,N,2,34,1,0.5,0,0,0.3,35.8,79,7
2,2018-01-13T01:29:04,2018-01-13T01:59:03,1,13.8,1,N,1,39.5,0.5,0.5,0,0,0.3,40.8,145,174
1,2018-06-11T14:26:41,2018-06-11T14:52:50,1,10.1,1,N,2,29.5,0,0.5,0,5.76,0.3,36.06,138,161
2,2018-03-07T18:22:16,2018-03-07T18:43:32,2,6.61,1,N,2,22,1,0.5,0,0,0.3,23.8,79,74
2,2018-07-10T02:21:07,2018-07-10T02:39:28,1,7.21,1,N,1,23,0.5,0.5,0,0,0.3,24.3,114,145
2,2018-05-21T19:50:56,2018-05-21T20:11:37,1,9.77,1,N,1,29.5,1,0.5,0,0,0.3,31.3,232,147
1,2018-07-08T07:25:45,2018-07-08T07:26:52,1,0.3,1,N,2,3,0,0.5,0,0,0.3,3.8,186,90
1,2018-07-28T12:39:34,2018-07-28T13:01:40,1,7.6,1,N,2,24.5,0,0.5,0,0,0.3,25.3,223,49
1,2018-08-09T20:09:49,2018-08-09T20:37:44,1,5.1,1,N,2,21.5,0.5,0.5,0,0,0.3,22.8,65,230
2,2018-07-04T02:20:12,2018-07-04T02:44:10,1,8.13,1,N,2,25.5,0.5,0.5,0,0,0.3,26.8,114,223
1,2018-07-27T23:37:01,2018-07-28T00:03:10,1,11.9,1,N,1,35,0.5,0.5,0,0,0.3,36.3,138,87
1,2018-04-16T04:14:31,2018-04-16T04:15:53,1,0.2,1,N,1,3,0.5,0.5,1.25,0,0.3,5.55,79,79
2,2018-12-05T18:25:37,2018-12-05T19:03:13,1,5.88,1,N,1,27,1,0.5,3,0,0.3,31.8,231,237
2,2018-04-22T18:10:41,2018-04-22T18:34:49,1,5.88,1,N,1,22.5,0,0.5,3,0,0.3,26.3,43,4
1,2018-05-18T14:48:51,2018-05-18T15:52:25,1,13,1,N,1,50,0,0.5,5,0,0.3,55.8,138,87
2,2018-11-18T12:41:30,2018-11-18T13:01:38,1,8.65,1,N,1,26.5,0,0.5,5,12.5,0.3,44.8,48,265
2,2018-09-03T19:24:50,2018-09-03T20:17:49,1,16.61,1,N,1,49,0,0.5,5,0,0.3,54.8,132,112
2,2018-11-04T17:38:14,2018-11-04T18:00:23,5,2.82,1,N,1,16.5,0,0.5,3.46,0,0.3,20.76,148,255
1,2018-05-10T00:03:06,2018-05-10T00:25:32,1,3.8,1,N,1,16.5,0.5,0.5,5.3,0,0.3,23.1,114,141
2,2018-08-28T16:07:20,2018-08-28T16:32:54,1,2.36,1,N,1,16.5,1,0.5,0,0,0.3,18.3,237,164
1,2018-07-19T18:11:58,2018-07-19T18:40:03,2,0.6,1,N,2,16.5,1,0.5,0,0,0.3,18.3,230,50
2,2018-02-21T21:32:53,2018-02-21T21:56:08,1,3.29,1,N,1,16.5,0.5,0.5,2,0,0.3,19.8,43,90
2,2018-04-30T21:11:30,2018-04-30T21:39:57,1,19.87,1,N,1,52,0.5,0.5,11.81,5.76,0.3,70.87,132,32
1,2018-06-28T15:33:19,2018-06-28T16:49:03,1,16.4,2,N,1,52,0,0.5,10,0,0.3,62.8,132,231
2,2018-12-04T20:03:06,2018-12-04T20:33:26,1,17.27,2,N,1,52,4.5,0.5,12.61,5.76,0.3,75.67,132,164
2,2018-06-08T19:47:08,2018-06-08T20:29:04,2,17.1,2,N,1,52,4.5,0.5,22.22,5.76,0.3,85.28,132,164
2,2018-03-10T18:28:01,2018-03-10T19:39:03,1,18.72,2,N,1,52,0,0.5,7,0,0.3,59.8,132,79
2,2018-11-23T17:21:51,2018-11-23T17:21:54,1,0,2,N,1,52,4.5,0.5,14.32,0,0.3,71.62,264,132
1,2018-01-15T19:50:06,2018-01-15T20:23:24,2,19.1,2,N,1,52,0,0.5,11.7,5.76,0.3,70.26,132,263
2,2018-10-09T12:30:36,2018-10-09T13:08:40,6,17.38,2,N,1,52,0,0.5,11.71,5.76,0.3,70.27,132,161
2,2018-12-23T15:30:32,2018-12-23T16:21:27,1,19.84,2,N,1,52,0,0.5,11.71,5.76,0.3,70.27,132,238
2,2018-08-07T17:14:08,2018-08-07T18:12:58,1,19.43,2,N,1,52,4.5,0.5,12.61,5.76,0.3,75.67,132,144
2,2018-03-01T17:30:23,2018-03-01T18:20:04,5,17.16,2,N,2,52,4.5,0.5,0,5.76,0.3,63.06,132,164
1,2018-09-06T21:27:47,2018-09-06T22:08:12,1,17.3,2,N,2,52,0,0.5,0,5.76,0.3,58.56,132,68
2,2018-06-26T13:58:04,2018-06-26T14:46:36,2,17.27,2,N,2,52,0,0.5,0,5.76,0.3,58.56,132,164
2,2018-03-30T16:18:46,2018-03-30T17:16:39,1,18.09,2,N,2,52,4.5,0.5,0,5.76,0.3,63.06,264,264
